shortname;fullname;category_path;startdate;templatecourse;enrolment_1;enrolment_1_role
03-ACS-M-A1-S1-IBD-SSA;03-ACS-M-A1-S1: Introduction to Big Data (Seria SSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SSA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-AC-SAS;03-ACS-M-A1-S1: Applied cryptography (Seria SAS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SAS;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-SP-SAS;03-ACS-M-A1-S1: Security protocols (Seria SAS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SAS;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-SIS-SAS;03-ACS-M-A1-S1: Security of Informational Systems (Seria SAS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SAS;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-PET-SAS;03-ACS-M-A1-S1: Privacy Enhancing Technologies (Seria SAS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SAS;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-MCSSCS-G;03-ACS-M-A1-S1: Metode categoriale şi statistice în computer science (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-ACCEP-CASTR;03-ACS-M-A1-S1: Arhitectura si controlul circuitelor electronice de putere (Seria CASTR - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria CASTR;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-SHS-CASTR;03-ACS-M-A1-S1: SCADA, HIL, SIL (Seria CASTR - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria CASTR;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-DSS-SRIC;03-ACS-M-A1-S1: Dezvoltarea de software in startup-uri (Seria SRIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SRIC;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-DSS-MTI;03-ACS-M-A1-S1: Dezvoltarea de software in startup-uri (Seria MTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria MTI;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-PJV-GMRV;03-ACS-M-A1-S1: Programarea jocurilor video (Seria GMRV - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria GMRV;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-M3D-GMRV;03-ACS-M-A1-S1: Modelare 3D (Seria GMRV - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria GMRV;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-PPBG-GMRV;03-ACS-M-A1-S1: Programarea prelucrărilor în banda grafică (Seria GMRV - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria GMRV;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-IFMA-SPF;03-ACS-M-A1-S1: Introduction to Financial Market Analysis (Seria SPF - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SPF;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-DMCF-SPF;03-ACS-M-A1-S1: Data Mining for Computational Finance (Seria SPF - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SPF;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-BSD-SPF;03-ACS-M-A1-S1: Banking Software Design (Seria SPF - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SPF;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-DS-G;03-ACS-M-A1-S1: Data science (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-SFC-G;03-ACS-M-A1-S1: Sisteme fizico-cibernetice (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-ES-SIM;03-ACS-M-A1-S1: e-Sănătate (Seria SIM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria SIM;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-SII-ISI;03-ACS-M-A1-S1: Sisteme internet inteligente (Seria ISI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria ISI;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-PCSAM;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria PCSAM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria PCSAM;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-MPI;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria MPI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria MPI;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-CASTR;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria CASTR - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria CASTR;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-SIC;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria SIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria SIC;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-AII;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria AII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria AII;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-ISI;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria ISI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria ISI;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-SRIC;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria SRIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SRIC;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-ABD;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria ABD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria ABD;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-MTI;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria MTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria MTI;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-IA;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria IA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria IA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-SCPD;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria SCPD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SCPD;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-AAC;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria AAC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria AAC;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-GMRV;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria GMRV - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria GMRV;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-SIM;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria SIM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria SIM;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-eGov;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria eGov - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria eGov;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-SSA;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria SSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SSA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-AOSI;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria AOSI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria AOSI;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-SIIA;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria SIIA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria SIIA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-IMSA;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria IMSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 1 / Semestrul 1 / Seria IMSA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-SAS;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria SAS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SAS;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-SC;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria SC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria SC;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-SPF;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria SPF - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria SPF;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-ITAA;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-RA;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria RA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria RA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-CSP-SEM;03-ACS-M-A1-S1: Cercetare științifică și practică (Seria SEM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria SEM;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-PAJ-G;03-ACS-M-A1-S1: Programare avansată în Java (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-AFNEN-G;03-ACS-M-A1-S1: Accesarea fondurilor naţionale şi europene nerambursabile (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-SMA-ITAA;03-ACS-M-A1-S1: Strategic Management in Aviation (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-SED-ITAA;03-ACS-M-A1-S1: System Engineering Development (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-DCA-ITAA;03-ACS-M-A1-S1: Data center arhitecture (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-ISPGPICT-G;03-ACS-M-A1-S1: Instrumente software pentru gestionarea proiectelor ICT (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-AV4-ITAA;03-ACS-M-A1-S1: Aviation 4.0 (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-APB-G;03-ACS-M-A1-S1: Automatizarea proceselor de business (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-RMPC-RA;03-ACS-M-A1-S1: Robot Motion Planning and Control (Seria RA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria RA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-GVR-RA;03-ACS-M-A1-S1: Guidance Vision in Robotics (Seria RA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria RA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-ME-RA;03-ACS-M-A1-S1: Mechatronics Engineering (Seria RA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria RA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-EFA-ITAA;03-ACS-M-A1-S1: Economic and Financial Analysis (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-ATO-ITAA;03-ACS-M-A1-S1: Air Transport Operations (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A1-S1-MEP-SEM;03-ACS-M-A1-S1: Modelling of Economic Processes (Seria SEM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Seria SEM;2021-10-04;CS1;manual;student
03-ACS-M-A1-S2-SE-AII;03-ACS-M-A1-S2: Sisteme expert (Seria AII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria AII;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-SE-SIM;03-ACS-M-A1-S2: Sisteme expert (Seria SIM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria SIM;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-MP-ITAA;03-ACS-M-A1-S2: Managementul proiectelor (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria ITAA;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-SIC-SIC;03-ACS-M-A1-S2: Sisteme inteligente de conducere (Seria SIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria SIC;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-B-G;03-ACS-M-A1-S2: Bioinformatică (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria G;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-SDi-SCPD;03-ACS-M-A1-S2: Distributed systems (Seria SCPD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria SCPD;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-Dmdw-ABD;03-ACS-M-A1-S2: Data mining şi data warehousing (Seria ABD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria ABD;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-Dmdw-MTI;03-ACS-M-A1-S2: Data mining şi data warehousing (Seria MTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria MTI;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-ICppabd-ABD;03-ACS-M-A1-S2: Instrumente CASE pentru proiectarea aplicaţiilor cu baze de date (Seria ABD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria ABD;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-NaBD-ABD;03-ACS-M-A1-S2: Noţiuni avansate de baze de date (Seria ABD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria ABD;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-Sma-AAC;03-ACS-M-A1-S2: Sisteme cu microprocesoare avansate (Seria AAC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria AAC;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-Sptrm-AAC;03-ACS-M-A1-S2: Sisteme de procesare în timp real cu microprocesoare (Seria AAC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria AAC;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-MtpHPC-AAC;03-ACS-M-A1-S2: Metode şi tehnici de programare în calculul de înaltă performanță (Seria AAC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria AAC;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-AD-SCPD;03-ACS-M-A1-S2: Distributed algorithms (Seria SCPD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria SCPD;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-MS-SIC;03-ACS-M-A1-S2: Sisteme multi-agent (Seria SIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria SIC;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-MS-IA;03-ACS-M-A1-S2: Sisteme multi-agent (Seria IA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria IA;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-NLP-IA;03-ACS-M-A1-S2: Prelucrarea limbajului natural (Seria IA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria IA;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-SaSL-IA;03-ACS-M-A1-S2: Învăţare simbolică şi statistică (Seria IA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria IA;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-NN-SIC;03-ACS-M-A1-S2: Reţele neurale (Seria SIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria SIC;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-VVP-G;03-ACS-M-A1-S2: Software Verification and Validation (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Seria G;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-Tad-SIC;03-ACS-M-A1-S2: Tehnici avansate de decizie (Seria SIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria SIC;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-ISCpMI-CASTR;03-ACS-M-A1-S2: Implementarea sistemelor de conducere pentru mediu industrial (Seria CASTR - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria CASTR;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-SSppi-AII;03-ACS-M-A1-S2: Sisteme SCADA pentru procese industriale (Seria AII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria AII;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-Dst-AII;03-ACS-M-A1-S2: Diagnoza sistemelor tehnice (Seria AII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria AII;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-Ciagis-PCSAM;03-ACS-M-A1-S2: Codificarea informaţiei audio-video cu grad înalt de siguranţă (Seria PCSAM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria PCSAM;2022-02-28;CS2;manual;student
03-ACS-M-A1-S2-Tfam-PCSAM;03-ACS-M-A1-S2: Tehnici fractale în aplicaţii multimedia (Seria PCSAM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Seria PCSAM;2022-02-28;CS2;manual;student
